Exoplanet Archive Disposition,Orbital Period [days],Disposition Score,Planet-Star Radius Ratio,Planetary Radius [Earth radii],Orbit Semi-Major Axis [au],Inclination [deg],Equilibrium Temperature [K],Insolation Flux [Earth flux],Stellar Effective Temperature [K],Stellar Surface Gravity [log10(cm/s**2)],Stellar Metallicity [dex],Stellar Radius [Solar radii],Stellar Mass [Solar mass],Eccentricity,Transit Depth [ppm],Transit Duration [hrs],Transit Signal-to-Noise,Number of Transits,Not Transit-Like False Positive Flag,Stellar Eclipse False Positive Flag,Centroid Offset False Positive Flag,Ephemeris Match Indicates Contamination False Positive Flag
FALSE POSITIVE,3.51295674,0.0,0.008609,1.1,0.0461,86.29,1434.0,999.6,6453.0,4.326,-0.28,1.17,1.053,0.0,83.1,3.06,22.5,765.0,0,0,1,1
CONFIRMED,48.4313003,0.985,0.03163,2.78,0.239,89.11,396.0,5.81,4891.0,4.516,0.16,0.805,0.776,0.0,886.4,4.03,17.3,22.0,0,0,0,0
CONFIRMED,7.203855862,1.0,0.038237,2.25,0.0595,89.9,509.0,15.87,3834.0,4.708,-0.02,0.539,0.541,0.0,1765.9,2.5418,101.1,186.0,0,0,0,0
CONFIRMED,6.73808701,0.922,0.008644,0.73,0.0647,89.57,786.0,90.19,5168.0,4.566,-0.12,0.769,0.793,0.0,92.9,2.591,14.4,199.0,0,0,0,0
FALSE POSITIVE,7.57571414,0.0,0.019126,2.45,0.0812,88.97,1075.0,315.8,6418.0,4.395,0.07,1.171,1.241,0.0,418.5,2.357,12.8,68.0,0,0,1,0
FALSE POSITIVE,4.76887671,0.0,0.01042,2.11,0.0565,87.77,1532.0,1303.61,6063.0,3.926,-0.36,1.855,1.058,0.0,115.8,1.672,20.0,225.0,0,1,1,0
FALSE POSITIVE,1.347512632,1.0,0.313479,23.45,0.0208,58.91,1346.0,775.18,5316.0,4.585,-0.78,0.685,0.658,0.0,2651.8,1.9817,88.7,841.0,0,1,0,0
FALSE POSITIVE,0.512581697,0.0,0.01472,1.32,0.0122,83.5,2009.0,3827.79,5547.0,4.571,-0.1,0.82,0.918,0.0,259.1,1.5789,45.2,2606.0,0,0,1,1
FALSE POSITIVE,12.07760884,0.0,0.011165,1.03,0.0945,89.62,708.0,59.51,5370.0,4.471,-0.24,0.845,0.771,0.0,151.0,2.233,14.0,109.0,0,0,1,0
CANDIDATE,18.55581565,1.0,0.021575,20.83,0.1919,89.84,1793.0,2442.24,5988.0,2.982,0.56,8.841,2.734,0.0,565.9,5.372,33.2,73.0,0,0,0,0
CANDIDATE,13.33094869,1.0,0.228694,25.95,0.1092,86.44,815.0,104.37,5991.0,4.394,-0.18,1.039,0.976,0.0,725.6,1.426,17.1,103.0,0,0,0,0
FALSE POSITIVE,6.38315744,0.0,0.030114,2.35,0.062,89.94,787.0,91.0,5262.0,4.623,-0.34,0.714,0.786,0.0,1112.6,1.7075,23.8,138.0,0,0,0,1
CONFIRMED,27.52194772,1.0,0.044275,2.47,0.1445,89.61,314.0,2.28,3780.0,4.746,-0.02,0.511,0.531,0.0,2312.8,4.047,106.5,49.0,0,0,0,0
CONFIRMED,16.1289679,1.0,0.024747,2.94,0.1202,81.65,715.0,61.87,5392.0,4.314,0.18,1.087,0.888,0.0,389.0,6.271,21.3,86.0,0,0,0,0
CONFIRMED,13.5631157,0.978,0.017929,1.75,0.1109,87.13,733.0,68.41,5853.0,4.529,-0.1,0.895,0.99,0.0,336.4,5.438,15.4,79.0,0,0,0,0
CONFIRMED,16.2959916,0.894,0.0174,1.83,0.123,89.79,678.0,49.81,5495.0,4.442,0.16,0.961,0.932,0.0,369.6,2.116,15.7,81.0,0,0,0,0
CONFIRMED,4.16056658,0.986,0.007855,0.7,0.0491,89.68,985.0,222.54,5481.0,4.574,-0.06,0.815,0.914,0.0,75.8,2.61,16.3,328.0,0,0,0,0
FALSE POSITIVE,2.93101771,0.001,0.013311,1.15,0.0359,86.57,1134.0,390.28,5485.0,4.5,-0.56,0.788,0.716,0.0,199.1,2.231,15.0,460.0,0,0,1,0
CONFIRMED,39.79220077,0.997,0.022303,1.9,0.2144,89.98,458.0,10.38,5437.0,4.571,-0.24,0.781,0.829,0.0,610.4,4.466,179.5,35.0,0,0,0,0
FALSE POSITIVE,16.2276756,0.0,0.021927,2.11,0.1163,88.65,648.0,41.57,5328.0,4.447,-0.1,0.883,0.796,0.0,525.8,3.699,20.5,54.0,0,1,1,1
FALSE POSITIVE,1.595630597,0.28,0.22532,17.94,0.0248,47.66,1346.0,778.05,5632.0,4.616,-0.56,0.729,0.816,0.0,259.6,1.793,18.3,669.0,0,0,1,0
CONFIRMED,14.8200596,1.0,0.011998,0.96,0.1089,89.88,552.0,21.92,4825.0,4.603,0.08,0.732,0.785,0.0,184.9,3.902,21.9,92.0,0,0,0,0
CONFIRMED,20.49041,0.96,0.023227,2.34,0.1485,89.98,625.0,36.01,5681.0,4.524,0.21,0.923,1.038,0.0,661.8,4.369,23.3,56.0,0,0,0,0
FALSE POSITIVE,0.962827066,0.0,0.088515,29.27,0.0218,13.09,3399.0,31471.91,6534.0,3.647,-0.34,3.028,1.484,0.0,86.3,4.48,28.7,1399.0,0,1,1,1
CONFIRMED,8.679037,1.0,0.015997,1.79,0.083,89.44,949.0,191.84,6117.0,4.42,-0.18,1.027,1.008,0.0,301.6,2.864,19.9,155.0,0,0,0,0
CONFIRMED,11.1296971,1.0,0.018314,1.93,0.0989,88.66,843.0,119.44,6122.0,4.487,-0.18,0.964,1.041,0.0,371.0,2.942,14.7,117.0,0,0,0,0
CONFIRMED,2.7296036,0.999,0.011314,1.53,0.0394,85.66,1455.0,1056.15,5887.0,4.292,0.16,1.235,1.09,0.0,145.6,2.721,18.4,492.0,0,0,0,0
CONFIRMED,3.11604194,1.0,0.016885,1.59,0.0415,89.17,1123.0,375.55,5591.0,4.559,0.07,0.86,0.977,0.0,345.2,1.7763,18.8,418.0,0,0,0,0
CONFIRMED,46.82767725,0.965,0.036335,2.13,0.2068,89.87,276.0,1.37,3879.0,4.708,-0.12,0.537,0.537,0.0,1537.7,1.9033,32.4,28.0,0,0,0,0
CONFIRMED,12.7372371,1.0,0.009176,0.87,0.1021,89.24,697.0,55.82,5420.0,4.502,0.0,0.868,0.874,0.0,100.8,3.358,12.9,108.0,0,0,0,0
CONFIRMED,40.0306267,0.984,0.013429,2.01,0.2408,89.7,617.0,34.19,5855.0,4.227,0.26,1.373,1.161,0.0,214.5,4.815,19.5,37.0,0,0,0,0
CONFIRMED,0.679336747,1.0,0.014073,1.4,0.0148,87.19,1883.0,2982.78,5440.0,4.491,0.21,0.913,0.942,0.0,240.7,1.2188,36.7,1523.0,0,0,0,0
FALSE POSITIVE,213.6103207,0.0,0.499257,46.07,0.6837,89.68,291.0,1.69,5931.0,4.554,-0.34,0.845,0.933,0.0,110990.0,10.7643,534.5,7.0,0,1,0,0
FALSE POSITIVE,170.8658492,0.0,0.168735,24.4,0.6155,89.46,387.0,5.33,5989.0,4.221,0.0,1.324,1.063,0.0,29841.0,16.9895,897.0,8.0,0,1,0,0
CANDIDATE,21.47642727,0.0,0.544874,59.5,0.1515,89.99,655.0,43.52,5780.0,4.438,0.0,1.0,1.0,0.0,348130.0,5.5498,124.8,0.0,0,0,0,0
FALSE POSITIVE,17.5509742,0.0,0.054672,5.97,0.1325,89.38,700.0,56.9,5780.0,4.438,-0.1,1.0,1.0,0.0,3859.0,4.064,9.7,385.00676798860127,0,0,0,0
CONFIRMED,88.5122014,0.82,0.045589,4.7,0.378,89.86,390.0,5.47,5593.0,4.45,0.02,0.945,0.918,0.0,2518.7,6.8214,63.1,14.0,0,0,0,0
FALSE POSITIVE,10.21507506,0.387,0.014437,1.5,0.0888,89.75,780.0,87.48,5406.0,4.433,0.14,0.95,0.893,0.0,258.6,3.395,17.4,114.0,0,0,1,0
FALSE POSITIVE,8.3806973,0.0,0.023783,1.91,0.0746,88.24,701.0,57.04,5062.0,4.601,-0.12,0.735,0.789,0.0,650.8,3.028,4.6,385.00676798860127,0,0,0,0
CONFIRMED,31.0572947,1.0,0.023111,1.85,0.1803,89.72,480.0,12.57,5395.0,4.615,-0.34,0.734,0.821,0.0,636.6,3.401,15.8,46.0,0,0,0,0
CONFIRMED,15.1622287,0.982,0.025685,3.12,0.1259,80.54,829.0,111.74,6325.0,4.409,-0.04,1.112,1.157,0.0,479.8,7.332,28.5,72.0,0,0,0,0
CONFIRMED,10.04378351,1.0,0.024216,2.94,0.0957,79.64,951.0,193.39,6325.0,4.409,-0.04,1.112,1.157,0.0,437.9,5.548,28.8,116.0,0,0,0,0
CANDIDATE,7.10397925,0.294,0.017508,1.51,0.0691,89.69,818.0,105.84,5488.0,4.584,-0.18,0.789,0.877,0.0,370.5,1.5398,16.8,191.0,0,0,0,0
CONFIRMED,4.5513988,0.976,0.012288,1.13,0.0499,88.98,907.0,159.65,5009.0,4.491,0.16,0.84,0.797,0.0,188.7,2.457,19.4,297.0,0,0,0,0
CONFIRMED,10.91274065,1.0,0.036155,2.13,0.0785,88.68,443.0,9.12,3834.0,4.708,-0.02,0.539,0.541,0.0,1387.2,2.1801,57.4,111.0,0,0,0,0
FALSE POSITIVE,12.2141545,0.0,0.201507,18.13,0.1016,62.58,683.0,51.37,5435.0,4.578,0.07,0.824,0.937,0.0,535.8,10.262,24.7,110.0,0,0,1,0
FALSE POSITIVE,3.732261,0.0,0.011502,1.09,0.0448,88.23,1119.0,369.47,5762.0,4.495,-0.34,0.867,0.859,0.0,153.6,2.054,15.7,357.0,0,1,1,0
CONFIRMED,3.03267135,0.998,0.005931,0.6,0.0405,88.93,1187.0,468.31,5640.0,4.492,0.06,0.921,0.962,0.0,42.4,1.774,15.6,447.0,0,0,0,0
CONFIRMED,5.34182466,0.989,0.007643,0.95,0.058,89.65,1125.0,379.09,5767.0,4.287,-0.14,1.135,0.91,0.0,70.5,3.577,19.2,247.0,0,0,0,0
CONFIRMED,2.131945045,1.0,0.014975,1.66,0.0335,88.66,1418.0,955.16,5845.0,4.469,0.26,1.013,1.102,0.0,269.4,1.8061,22.9,538.0,0,0,0,0
CONFIRMED,12.9462567,0.999,0.011943,1.13,0.1062,89.4,764.0,80.34,6058.0,4.54,-0.4,0.867,0.95,0.0,168.7,9.568,15.7,80.0,0,0,0,0
CONFIRMED,5.77957133,1.0,0.023676,1.5,0.0532,82.13,598.0,30.22,4102.0,4.687,-0.14,0.581,0.599,0.0,396.6,2.5213,18.9,233.0,0,0,0,0
CANDIDATE,6.77367892,0.99,0.011355,1.33,0.0727,89.09,1083.0,324.84,6392.0,4.425,-0.2,1.072,1.116,0.0,150.7,3.579,15.1,196.0,0,0,0,0
CANDIDATE,5.22402436,1.0,0.006272,0.58,0.0556,89.55,941.0,185.16,5487.0,4.512,-0.18,0.84,0.837,0.0,48.1,2.608,15.1,258.0,0,0,0,0
CONFIRMED,11.6601667,0.995,0.017606,2.08,0.1016,76.07,834.0,114.36,5791.0,4.381,0.16,1.083,1.03,0.0,181.0,5.882,20.4,117.0,0,0,0,0
FALSE POSITIVE,89.465468,0.054,0.009567,2.57,0.4285,88.03,549.0,21.43,5192.0,3.773,0.26,2.46,1.309,0.0,67.9,9.88,5.7,16.0,0,1,0,0
CONFIRMED,18.0161227,1.0,0.020538,2.39,0.1369,89.96,768.0,82.38,6245.0,4.406,-0.16,1.065,1.049,0.0,499.5,4.016,16.7,36.0,0,0,0,0
FALSE POSITIVE,40.8777605,0.0,0.288798,29.55,0.2314,81.49,526.0,18.15,5930.0,4.489,-0.14,0.937,0.988,0.0,719.1,9.745,23.6,31.0,0,1,1,1
FALSE POSITIVE,6.80243431,1.0,0.029185,2.6,0.0675,73.27,895.0,151.72,5836.0,4.561,-0.4,0.816,0.884,0.0,249.1,3.817,14.9,197.0,0,0,1,0
CONFIRMED,84.5733346,0.982,0.026709,2.59,0.3778,89.99,366.0,4.26,5418.0,4.543,0.36,0.888,1.005,0.0,891.6,5.762,20.4,18.0,0,0,0,0
CONFIRMED,21.30181863,1.0,0.008442,0.72,0.1413,89.88,564.0,23.89,5437.0,4.571,-0.24,0.781,0.829,0.0,87.3,3.8763,32.4,62.0,0,0,0,0
CONFIRMED,4.14789051,0.987,0.012475,1.93,0.0541,78.14,1389.0,878.32,6150.0,4.223,0.16,1.417,1.23,0.0,137.6,3.829,16.4,319.0,0,0,0,0
CANDIDATE,15.92108138,1.0,0.035087,3.14,0.1201,88.01,645.0,40.88,5595.0,4.57,-0.14,0.82,0.917,0.0,716.8,1.5443,16.1,82.0,0,0,0,0
CONFIRMED,19.0054098,1.0,0.251685,28.47,0.1412,86.29,758.0,78.19,6347.0,4.423,-0.32,1.036,1.032,0.0,542.4,1.843,20.2,73.0,0,0,0,0
FALSE POSITIVE,1.96433113,0.0,0.010865,1.33,0.0323,88.55,1638.0,1704.63,6306.0,4.405,0.0,1.121,1.166,0.0,139.1,2.381,14.2,582.0,0,0,1,0
CANDIDATE,2.81043228,0.992,0.00628,1.43,0.041,86.18,1701.0,1978.53,5415.0,3.868,0.12,2.079,1.164,0.0,47.4,3.874,17.8,475.0,0,0,0,0
CONFIRMED,0.968527683,0.98,0.012523,1.21,0.0191,65.17,1677.0,1867.0,5580.0,4.538,0.14,0.886,0.989,0.0,114.6,1.3672,16.9,1382.0,0,0,0,0
CONFIRMED,0.664074145,1.0,0.013695,1.19,0.0143,82.63,1703.0,1998.48,5178.0,4.585,0.16,0.797,0.896,0.0,212.6,1.0925,20.9,2013.0,0,0,0,0
FALSE POSITIVE,11.7489907,0.0,0.005592,1.01,0.1077,89.95,1114.0,363.51,6440.0,4.081,-0.1,1.655,1.204,0.0,36.7,4.043,12.5,385.00676798860127,0,0,0,0
CANDIDATE,175.603366,0.994,0.026036,2.87,0.6288,88.99,348.0,3.46,6225.0,4.461,-0.18,1.009,1.07,0.0,506.8,9.543,14.7,7.0,0,0,0,0
CONFIRMED,3.849371737,1.0,0.039601,12.94,0.0548,80.61,2034.0,4055.29,6244.0,3.657,-0.16,2.992,1.482,0.0,1298.6,2.632,132.7,276.0,0,0,0,0
FALSE POSITIVE,0.366197145,0.0,0.014924,51.34,0.0122,81.97,9983.0,2335438.28,4448.0,1.694,-0.48,31.5,1.789,0.0,275.3,1.2335,16.7,1824.0,0,1,0,0
CONFIRMED,4.164384505,1.0,0.045876,2.54,0.0411,87.73,590.0,28.75,3808.0,4.754,-0.06,0.508,0.534,0.0,2338.0,1.8464,132.1,253.0,0,0,0,0
CONFIRMED,2.10433534,1.0,0.016787,0.79,0.025,83.39,662.0,45.34,3605.0,4.837,0.07,0.433,0.47,0.0,242.1,1.1168,20.7,634.0,0,0,0,0
CONFIRMED,28.8431751,0.998,0.031071,2.66,0.1679,88.43,491.0,13.77,5151.0,4.528,-0.16,0.785,0.758,0.0,756.7,3.171,15.0,44.0,0,0,0,0
FALSE POSITIVE,1.378649746,0.0,0.135797,6.51,0.0188,89.42,734.0,68.34,3440.0,4.82,0.46,0.439,0.465,0.0,22462.0,1.2232,172.2,770.0,0,1,0,0
FALSE POSITIVE,1.112207126,0.0,0.0069,0.73,0.0214,86.06,1797.0,2467.09,6046.0,4.486,-0.08,0.972,1.053,0.0,54.7,1.35,13.0,1202.0,0,0,1,0
CANDIDATE,64.034363,0.989,0.040604,3.47,0.2926,86.84,411.0,6.72,5691.0,4.561,-0.48,0.783,0.814,0.0,758.8,9.174,16.9,17.0,0,0,0,0
FALSE POSITIVE,1.303576682,0.0,0.014449,1.51,0.0237,89.54,1694.0,1940.45,6045.0,4.494,-0.12,0.955,1.038,0.0,245.5,1.021,22.1,821.0,0,0,1,0
FALSE POSITIVE,1.958577398,0.0,0.020167,1.8,0.0296,83.57,1252.0,579.19,5402.0,4.568,0.0,0.816,0.901,0.0,453.0,2.388,24.5,511.0,0,1,1,0
CONFIRMED,5.19103699,1.0,0.01566,1.92,0.0625,89.3,1183.0,462.91,6321.0,4.417,0.07,1.125,1.207,0.0,290.1,4.222,25.2,224.0,0,0,0,0
CONFIRMED,4.86638504,0.984,0.010894,1.32,0.0557,89.38,1121.0,372.7,5688.0,4.333,0.1,1.111,0.969,0.0,143.8,2.296,17.1,214.0,0,0,0,0
FALSE POSITIVE,4.79176993,0.0,0.009839,0.81,0.0498,87.21,883.0,143.74,5138.0,4.536,-0.3,0.756,0.717,0.0,116.6,4.52,23.0,282.0,0,0,1,0
CONFIRMED,25.1933989,0.999,0.021238,1.95,0.156,88.78,513.0,16.34,5009.0,4.491,0.16,0.84,0.797,0.0,481.2,4.62,18.0,50.0,0,0,0,0
FALSE POSITIVE,0.759762021,0.0,0.197356,24.2,0.0171,11.71,2280.0,6419.35,6386.0,4.402,-0.08,1.123,1.161,0.0,227.0,4.912,65.3,1764.0,0,0,0,1
CANDIDATE,4.790912471,1.0,0.030503,2.25,0.0486,87.78,717.0,62.51,4359.0,4.601,0.04,0.676,0.665,0.0,360.7,0.5134,17.6,282.0,0,0,0,0
CONFIRMED,6.49441464,0.965,0.021621,1.75,0.0612,84.68,732.0,68.05,4769.0,4.557,0.0,0.742,0.724,0.0,357.3,2.344,17.7,208.0,0,0,0,0
CONFIRMED,2.576571021,1.0,0.0267,1.57,0.03,89.14,717.0,62.42,3834.0,4.708,-0.02,0.539,0.541,0.0,852.8,1.5997,63.6,499.0,0,0,0,0
CONFIRMED,28.4750006,1.0,0.029051,2.64,0.1689,88.28,489.0,13.5,4996.0,4.497,0.14,0.831,0.791,0.0,763.8,4.718,21.4,41.0,0,0,0,0
CONFIRMED,14.7966306,1.0,0.006866,0.98,0.1268,89.48,874.0,138.25,6175.0,4.299,0.28,1.307,1.244,0.0,56.1,5.613,22.4,89.0,0,0,0,0
CONFIRMED,11.25401871,0.993,0.019863,2.42,0.0991,87.68,888.0,147.13,5995.0,4.351,-0.04,1.118,1.022,0.0,433.4,4.759,17.0,57.0,0,0,0,0
CONFIRMED,9.18244299,0.993,0.008634,1.24,0.0886,89.07,1052.0,289.74,6194.0,4.242,-0.04,1.314,1.098,0.0,87.6,4.318,20.3,143.0,0,0,0,0
CONFIRMED,14.6134781,0.932,0.007832,1.12,0.1208,89.77,901.0,155.87,6194.0,4.242,-0.04,1.314,1.098,0.0,72.8,5.266,15.2,92.0,0,0,0,0
FALSE POSITIVE,119.682075,0.0,0.305437,30.39,0.48,82.87,351.0,3.59,5778.0,4.531,0.07,0.911,1.028,0.0,1704.1,31.28,38.1,12.0,1,0,1,1
CONFIRMED,42.9923284,1.0,0.032127,3.32,0.2336,89.34,496.0,14.33,5593.0,4.45,0.02,0.945,0.918,0.0,1120.1,4.726,34.1,32.0,0,0,0,0
CONFIRMED,6.88341278,1.0,0.020209,2.63,0.075,89.82,1080.0,321.63,6139.0,4.359,0.2,1.193,1.19,0.0,487.4,2.0674,35.4,151.0,0,0,0,0
FALSE POSITIVE,4.593595496,0.003,0.457262,44.14,0.0538,84.31,1022.0,258.12,5717.0,4.538,0.0,0.884,0.984,0.0,45034.0,2.7468,92.0,130.0,0,1,0,0
CONFIRMED,197.5111484,0.989,0.05206,9.52,0.6711,89.49,391.0,5.54,5616.0,4.004,0.04,1.674,1.032,0.0,2575.6,11.106,175.2,7.0,0,0,0,0
CONFIRMED,11.1726723,0.986,0.008182,1.5,0.0989,87.64,1019.0,255.06,5616.0,4.004,0.04,1.674,1.032,0.0,76.8,6.106,17.0,108.0,0,0,0,0
CONFIRMED,2.53573284,0.999,0.007455,1.36,0.0368,89.37,1671.0,1842.18,5616.0,4.004,0.04,1.674,1.032,0.0,68.0,3.989,25.5,524.0,0,0,0,0
CONFIRMED,6.79164656,0.996,0.009257,1.01,0.0658,89.55,994.0,230.81,5772.0,4.351,-0.38,1.003,0.824,0.0,102.6,3.343,18.5,200.0,0,0,0,0
CONFIRMED,11.8376933,0.991,0.009122,1.0,0.0953,88.58,826.0,110.03,5772.0,4.351,-0.38,1.003,0.824,0.0,92.9,3.381,12.7,110.0,0,0,0,0
CONFIRMED,18.5525162,0.995,0.027989,2.53,0.1336,87.94,612.0,33.14,5569.0,4.566,-0.08,0.829,0.928,0.0,771.5,4.385,17.2,57.0,0,0,0,0
CANDIDATE,47.3659328,0.989,0.121506,11.97,0.2475,85.19,481.0,12.62,5708.0,4.482,-0.16,0.902,0.902,0.0,757.0,7.929,16.0,26.0,0,0,0,0
CONFIRMED,13.3669309,0.0,0.003223,0.27,0.1025,88.81,656.0,43.71,5417.0,4.567,-0.32,0.772,0.803,0.0,12.2,3.733,7.4,385.00676798860127,0,0,0,0
FALSE POSITIVE,1.045492348,0.0,0.005248,0.83,0.0198,70.39,2291.0,6522.69,6057.0,4.088,-0.4,1.457,0.95,0.0,28.7,2.933,21.7,1277.0,0,1,1,0
CONFIRMED,4.86634094,0.943,0.021379,1.94,0.052,84.73,881.0,142.39,4996.0,4.497,0.14,0.831,0.791,0.0,366.7,1.885,15.2,229.0,0,0,0,0
CONFIRMED,5.60402307,1.0,0.015587,1.25,0.0563,88.25,774.0,84.65,4847.0,4.581,0.0,0.737,0.756,0.0,224.9,1.0273,20.6,237.0,0,0,0,0
CONFIRMED,13.0313583,0.998,0.024587,2.88,0.1057,86.61,774.0,84.94,5514.0,4.345,0.16,1.071,0.926,0.0,573.3,4.521,18.9,89.0,0,0,0,0
CONFIRMED,40.9905002,0.951,0.015658,2.41,0.2383,89.94,627.0,36.5,5842.0,4.17,0.14,1.41,1.072,0.0,297.3,7.336,15.4,35.0,0,0,0,0
CONFIRMED,57.2932309,0.833,0.024537,1.95,0.2597,89.99,355.0,3.76,4806.0,4.564,-0.1,0.729,0.709,0.0,773.6,4.878,15.7,20.0,0,0,0,0
CONFIRMED,8.00504749,0.996,0.012616,1.52,0.0818,89.83,1035.0,271.68,6398.0,4.411,-0.14,1.101,1.141,0.0,187.5,3.32,15.6,165.0,0,0,0,0
CONFIRMED,12.13070414,0.969,0.013392,1.61,0.108,89.8,901.0,155.85,6398.0,4.411,-0.14,1.101,1.141,0.0,211.2,3.843,15.3,100.0,0,0,0,0
CONFIRMED,5.61357653,0.999,0.011749,1.41,0.0646,89.54,1165.0,435.61,6398.0,4.411,-0.14,1.101,1.141,0.0,162.3,2.905,15.2,232.0,0,0,0,0
CANDIDATE,29.2254372,1.0,0.012233,1.35,0.1901,89.44,614.0,33.69,6049.0,4.461,-0.02,1.008,1.069,0.0,174.1,5.293,15.7,45.0,0,0,0,0
FALSE POSITIVE,1.33255087,0.0,0.010297,1.19,0.0229,81.2,1728.0,2107.29,5774.0,4.347,-0.16,1.054,0.903,0.0,123.3,3.565,14.0,853.0,0,0,1,1
FALSE POSITIVE,40.8792243,0.0,0.020582,1.62,0.2129,88.43,437.0,8.59,5383.0,4.609,-0.44,0.72,0.769,0.0,413.6,7.005,23.4,32.0,0,1,1,1
CONFIRMED,18.8262877,0.942,0.025362,2.34,0.128,89.82,591.0,28.85,5215.0,4.481,-0.06,0.845,0.787,0.0,795.8,2.344,19.9,44.0,0,0,0,0
CANDIDATE,13.9034057,0.893,0.017373,1.55,0.1058,86.96,646.0,41.08,5261.0,4.523,-0.06,0.819,0.817,0.0,261.4,3.408,15.3,101.0,0,0,0,0
CONFIRMED,3.41045981,1.0,0.014889,1.06,0.0395,70.06,892.0,149.88,4983.0,4.66,-0.44,0.651,0.715,0.0,136.2,2.866,22.5,302.0,0,0,0,0
CONFIRMED,4.76702759,0.836,0.011605,1.19,0.0528,89.76,1046.0,282.97,5629.0,4.43,-0.16,0.937,0.864,0.0,163.4,2.013,14.3,223.0,0,0,0,0
CONFIRMED,13.62801048,1.0,0.035168,3.28,0.1039,86.08,639.0,39.48,5052.0,4.48,0.16,0.855,0.805,0.0,912.8,3.5374,26.7,59.0,0,0,0,0
CANDIDATE,53.3580444,1.0,0.030108,3.41,0.2695,88.24,474.0,11.94,5481.0,4.369,0.16,1.036,0.915,0.0,736.1,6.812,19.7,19.0,0,0,0,0
CONFIRMED,16.83203175,0.968,0.016896,1.86,0.1256,88.9,690.0,53.44,5518.0,4.4,0.16,1.008,0.932,0.0,326.0,4.031,21.6,82.0,0,0,0,0
FALSE POSITIVE,13.37499553,0.0,0.01917,2.01,0.1047,89.96,703.0,57.85,5263.0,4.404,0.18,0.961,0.852,0.0,458.1,1.639,16.9,74.0,0,1,0,0
FALSE POSITIVE,4.35370136,0.01,0.012319,1.33,0.0495,87.95,1179.0,456.83,5992.0,4.382,-0.52,0.985,0.852,0.0,168.9,1.913,12.2,243.0,0,0,1,0
FALSE POSITIVE,134.96694,0.0,0.007583,0.87,0.5244,89.95,385.0,5.18,6154.0,4.416,-0.1,1.053,1.049,0.0,68.4,18.43,6.9,385.00676798860127,0,0,0,0
CONFIRMED,1.385787741,0.982,0.008438,0.55,0.0206,86.72,1008.0,245.15,4239.0,4.667,-0.22,0.6,0.611,0.0,85.4,1.6449,19.1,963.0,0,0,0,0
CONFIRMED,12.02295362,0.997,0.034126,3.28,0.1016,87.95,776.0,85.78,5982.0,4.535,-0.28,0.879,0.967,0.0,778.6,1.2667,20.1,114.0,0,0,0,0
CONFIRMED,16.79716262,0.982,0.036114,2.75,0.1158,87.02,503.0,15.19,4652.0,4.617,0.02,0.697,0.734,0.0,1023.8,3.83,21.2,81.0,0,0,0,0
CONFIRMED,18.59611518,0.999,0.025959,1.53,0.112,89.99,371.0,4.48,3834.0,4.708,-0.02,0.539,0.541,0.0,813.8,2.3052,27.6,61.0,0,0,0,0
CONFIRMED,5.77440326,0.997,0.014483,0.8,0.0511,88.94,529.0,18.6,3808.0,4.754,-0.06,0.508,0.534,0.0,245.3,1.768,11.8,176.0,0,0,0,0
FALSE POSITIVE,2.622134451,0.424,0.010939,1.64,0.0382,78.47,1548.0,1359.14,5864.0,4.199,0.16,1.369,1.08,0.0,128.2,4.735,42.9,510.0,0,0,1,0
CONFIRMED,11.47685263,0.993,0.01398,1.58,0.0976,89.87,796.0,94.94,5550.0,4.384,0.16,1.032,0.941,0.0,240.6,2.756,16.5,117.0,0,0,0,0
CANDIDATE,73.711039,0.884,0.010817,1.77,0.3741,89.7,563.0,23.81,6374.0,4.193,0.1,1.502,1.284,0.0,136.7,10.062,21.1,17.0,0,0,0,0
CANDIDATE,14.43348326,0.742,0.211933,16.25,0.106,83.54,558.0,22.91,4915.0,4.627,-0.1,0.702,0.787,0.0,526.8,2.663,14.8,91.0,0,0,0,0
FALSE POSITIVE,40.0088894,0.0,0.185777,20.75,0.2264,86.83,585.0,27.65,6237.0,4.403,-0.42,1.023,0.964,0.0,582.3,3.616,20.2,35.0,0,1,1,0
CANDIDATE,6.35705314,0.999,0.015121,1.59,0.0682,89.96,990.0,227.07,5982.0,4.493,-0.04,0.96,1.047,0.0,272.2,1.324,17.3,170.0,0,0,0,0
FALSE POSITIVE,6.58738839,0.0,0.015075,1.35,0.0665,86.75,871.0,136.02,5616.0,4.564,-0.16,0.822,0.907,0.0,258.5,4.758,15.7,198.0,0,0,1,1
FALSE POSITIVE,0.759706632,0.0,0.006034,1.38,0.0206,83.57,3834.0,51080.76,8621.0,4.101,0.07,2.094,2.018,0.0,39.7,1.0896,21.6,1358.0,0,1,1,0
CONFIRMED,4.37033233,0.998,0.012063,1.56,0.0519,89.55,1191.0,475.39,5657.0,4.282,0.14,1.182,0.975,0.0,177.8,2.845,17.7,307.0,0,0,0,0
CANDIDATE,1.530515205,1.0,0.029563,0.84,0.0163,85.18,608.0,32.46,3462.0,5.004,-0.42,0.259,0.247,0.0,659.7,0.5945,23.2,873.0,0,0,0,0
FALSE POSITIVE,1.08070294,0.0,0.011738,1.04,0.0194,69.81,1565.0,1419.52,5482.0,4.539,-0.22,0.813,0.833,0.0,145.6,3.363,17.6,602.0,0,1,0,1
